"","ID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"5336","KCCi6AC4UG1Rt5ZSVc","Cox4i2",1.07939513776633,8.3579707512298,7.07006951853809,1.44386864727437e-07,3.37296487466556e-05,7.53842496713975
"14741","rusIZS._P7nu6ejPfI","Srp14",0.690396850940175,12.7195219423827,7.0698527791731,1.44465170060189e-07,3.37296487466556e-05,7.53790303704486
"2961","0Xv6oD1z7j_Hv.FTNU","Anp32a",0.810059411318306,10.8129821567181,7.04359155463293,1.54280707126965e-07,3.55345996252972e-05,7.47461878111837
"12839","rF593qg7q5J_q_6p30","Rab1b",0.748391558352832,7.99368053229263,6.97985174568775,1.81030377633202e-07,4.11397567517372e-05,7.32065300920547
"16903","Z9ed6u66QGpo4s.DAI","Zfp523",-0.742109340728041,11.8124340606958,-6.94749403288894,1.96373446018425e-07,4.40393291307637e-05,7.24229528805146
"17001","6RRf9_u6f_kI.SdAl0","Zhx2",0.824348042088594,8.42698253032,6.90023712906413,2.21196552447296e-07,4.89620005183338e-05,7.1276222797349
"8645","EoX_1BP_fvSoEVeWEg","Htra1",1.84218286276219,9.22697700310144,6.89489239679727,2.24198254517897e-07,4.89901929487569e-05,7.11463535302158
"2489","3vggAOkIjTtdI0roPE","Adam10",0.562349816466168,7.54250111950885,6.84228353509698,2.56052716203493e-07,5.52425632274978e-05,6.98661558822808
"3296","i4V7NXot4lDZ4o6pHo","Aspscr1",0.864757874191989,9.27377155279985,6.82413883203648,2.68078008956791e-07,5.71140198082442e-05,6.94238320004351
"5180","T6Lws9ogEoigf4YZRQ","Cnn2",1.09994823066581,8.90461484137876,6.81295862726396,2.75772345972528e-07,5.73683711020947e-05,6.91510863668781
"4466","9Vr_SGGJw02H_EP_5o","Capn2",1.50651520251734,10.4357291881053,6.81262744993023,2.76003662894377e-07,5.73683711020947e-05,6.91430048494258
"10915","f1eXEF__MOwUkogXeU","Nf1",0.716441741905078,7.70702267976504,6.79238997739052,2.90520260318373e-07,5.96581604441729e-05,6.86489104755228
"2476","cWX09KYPPgBujuNEKU","Actr8",0.717019756598507,7.78666007763861,6.75410536030426,3.20144088689962e-07,6.45590123870722e-05,6.77128503290229
"4465","loSt6BTg9cYjmgJHoI","Capn2",1.35922299608076,10.2733210122265,6.75187507900946,3.21961749172796e-07,6.45590123870722e-05,6.76582658171557
"10279","WnSgEn1f3gl4H.bCw0","Mixl1",0.860214137417102,7.5065954072192,6.72821207178404,3.41906002483025e-07,6.73586381853526e-05,6.70787665366487
"8644","rV4E6_1kqkOCE_48W4","Htra1",1.79918885603392,9.69487992143588,6.72600653433074,3.43827829272805e-07,6.73586381853526e-05,6.70247198068879
"483","Eqp3pN5SCP38AO7ezk","Samt3",-0.52114691376525,7.50803662693348,-6.69976163538011,3.67558301198843e-07,7.10451854548052e-05,6.63811474701999
"12118","6fSFSSlKlSDvee0454","Plcxd1",0.624452902156327,7.31637818791391,6.69293620517749,3.73998446284506e-07,7.10451854548052e-05,6.62136428330232
"16802","HU913lBEk4dUrNdPFI","Zfp251",-0.727367000089378,9.47100631991994,-6.68350978431098,3.83081968390915e-07,7.10451854548052e-05,6.59822168900322
"11817","fjF5VJmnaWUVKGfUhQ","Pdpk1",-1.01020887284707,10.0392594340799,-6.68082119011219,3.85713662628133e-07,7.10451854548052e-05,6.59161907762507
"5017","KUFff.Iq5LPPCqhIuk","Chsy1",0.746679219721375,7.43835718128724,6.67909085599367,3.87417095232023e-07,7.10451854548052e-05,6.58736930135973
"6885","HaOHqo0K6Jq6I8KG4I","Stom",0.607173528399422,7.53089050097472,6.67884919045291,3.87655611786956e-07,7.10451854548052e-05,6.58677573241629
"3618","3p7Y03T5K2_OFOKk_g","Bach1",-1.10357596257314,10.2768835539289,-6.67305988285244,3.93414345574711e-07,7.13335543188869e-05,6.57255423798294
"11918","HpdK1.uXfnn_U9TS6U","Pgm5",-1.14732658129823,8.03074913643504,-6.63480814029541,4.3371508596005e-07,7.78130518431905e-05,6.47849065946038
"880","HGz87wYHDi7ZdCH9R4","2410004B18Rik",0.657293300104767,8.50341094595628,6.61088209217526,4.61033129184517e-07,8.18525901439678e-05,6.41956918582817
"6069","ola0O64e_3sCn1dfl8","Ddx24",0.604876155614342,10.7901701738483,6.59698343467529,4.77699155856798e-07,8.39371588909615e-05,6.38531161260264
"6687","lYB6BEp5PdSERcPJR0","Megf9",-1.08167631415429,8.92836709793802,-6.58967558933219,4.8670646423127e-07,8.46471936363038e-05,6.36729033562374
"16220","xtlyOqbznX.YiIAJyE","Upp2",-0.5193856344555,7.47707623634536,-6.56801550351452,5.14431193203007e-07,8.85653056257783e-05,6.31384066051041
"16120","KSJeIvEmpEaiLy_wkU","Ube3b",0.695629381196841,10.3536056406037,6.56026486726685,5.24737482812733e-07,8.94362565706022e-05,6.29470189436216
"2969","TqKX7hrHuu3rgDu04o","Anxa11",1.39241897561563,11.5912550756929,6.52800687932087,5.6993676900493e-07,9.61782405041587e-05,6.21497450933018
"10432","6ZOVp1YOFUC.h1BBus","Mrpl14",0.938098769553065,11.9685239338545,6.50127083508687,6.10386525364038e-07,0.000101994391552007,6.14880732465834
"11088","9l3pXBN1F3VzNN76I8","Nphs2",-1.78593086714575,8.71731285315618,-6.49406432567552,6.21780454216516e-07,0.000102889573414236,6.13095895876514
"4991","9M8UCCP8nLCxeAOdAg","Chrac1",-0.507194896491984,7.61453351177429,-6.48694785860248,6.33244117142937e-07,0.000103778968582541,6.11332801421325
"2485","rx4Dt4B4AT8dFzv8kI","Acyp2",-0.51301036950902,7.95946376191866,-6.47328522373804,6.55858275773051e-07,0.000106461413831199,6.07946352789954
"3939","rS3RV6uTlHAew3i7u0","Rimkla",0.656800955065374,7.522130191796,6.46356606107405,6.7244316842528e-07,0.000108123786440004,6.0553610486957
"184","u1U4TwDUcPt.zJ.5Ag","Krtap4-2",-0.557672910161046,7.30609280788496,-6.45203469031156,6.92674098259496e-07,0.000110335862904064,6.02675121571755
"15853","3efoKKS46IyJVHeLeo","Trp53i11",0.883742744566106,8.23921546709074,6.4403861730108,7.13738583945153e-07,0.000112638522451493,5.99783617503537
"15621","Z6UI3iTxxKLo.zqkaE","Tnfrsf4",1.32901093314496,8.82128624078151,6.43526103428248,7.23211582253772e-07,0.000112726353485403,5.98510945655062
"3297","l3c3oF6nnIERbdVNxI","Aspscr1",0.811618807709392,9.6673240401092,6.43295107790898,7.27522816439469e-07,0.000112726353485403,5.9793724641252
"4413","NTThWpQggjrrjkVDlU","Cad",1.32675624087291,8.99274108250615,6.42188189131232,7.48547079587633e-07,0.000114224812914732,5.95187318766063
"10306","lwfHRbRS6kkoQgplSQ","Mllt3",-1.01159687356886,8.73423778304745,-6.42081944254179,7.50597221687985e-07,0.000114224812914732,5.94923304919403
"4244","Q9xHtJM3sf.fe0mpRI","Rbm48",-0.745277496708939,10.1288700959711,-6.4132396968942,7.65389802238276e-07,0.000115445166277426,5.93039422865819
"1081","lzFAA_i.vZ7w.f7qtI",NA,0.945743449299936,10.2777876099561,6.37774302164058,8.38704904013054e-07,0.000124274780919632,5.84208934746672
"10713","9LSondS50K8l6BKKHE","Mysm1",-0.966611402014673,10.1688144857537,-6.37577241992745,8.42977984458206e-07,0.000124274780919632,5.83718321167978
"12902","Qru6E_7nKsv7u0HU4E","Rabgap1",-0.555657460380623,12.4223357443044,-6.37447495576268,8.45803484315733e-07,0.000124274780919632,5.83395274043452
"857","Wn_k_gjiP.nxeyz97E","Ist1",0.699615188109679,10.0098574776431,6.35797140926039,8.82593781448858e-07,0.000128572037700977,5.79284632449169
"4765","BVTXRx7gVSJdnrSR_c","Cdc25b",0.672302728738504,8.48073953089655,6.33024469993942,9.48099600378149e-07,0.000135817873932056,5.72372217052241
"5522","B9MFeehKKC8lCKh5eo","Ctdsp1",0.771683150862071,8.45410914017171,6.32860810507951,9.5211696557817e-07,0.000135817873932056,5.71963958127179
"3847","oid6dTSh5I833iRHuA","Fam20a",-1.88591017324796,9.69526325577767,-6.32693596383446,9.56239431579839e-07,0.000135817873932056,5.71546803608041
"2151","coNejvsIvquL5dTl18","Mrm1",-0.592278635933004,9.36394915620859,-6.31566473764333,9.84503962509235e-07,0.000138676739975268,5.68734188921292
"7693","uoSl4VW5.X3XiQgdE0","Ghrl",1.42205686089043,8.684156187977,6.31010378491638,9.9875988646363e-07,0.000139531668072837,5.6734603549954
"7694","WdLNJJOlqV6oL99KM0","Ghrl",0.965910102762628,7.98115204038942,6.29710475235489,1.0329066366093e-06,0.000143128948897308,5.64099927337221
"9668","cjBXCpksukRM166wUE","Gm5820",-0.542728607608757,7.76810445950441,-6.2849520023203,1.06590144910211e-06,0.000146509873374971,5.61063609795589
"7384","ZnoBjiPUSFVzqoVEFQ","Foxp4",0.668325464938063,7.87129731790032,6.2817029798458,1.07490238406273e-06,0.000146565089871722,5.60251602732647
"7712","lffKoTXoL3vuX558jk","Gjc2",0.607159693849183,7.49184130977047,6.26520937976005,1.1217991016183e-06,0.000151745586412557,5.5612783704303
"6556","N4JU_Urv7jNr54gItI","Eaf2",0.616320923365688,8.28218108242718,6.25116136544636,1.1633764570531e-06,0.000156130616803252,5.52613389374173
"12007","Ntx3KdKIvMrGz_6JZ0","Pik3cg",-0.817221567931579,8.9213330395252,-6.24343888837406,1.18689478364167e-06,0.000158042458534286,5.50680596103705
"15120","uzr9Rcg50nqgo4JTSc","Tbl1x",-0.871699274987927,10.0774152942594,-6.22868617282939,1.23317267083214e-06,0.000162931744198938,5.46986636254609
"148","E_9yeLHM6itcUM2FVQ","Cldn25",0.64684064703259,8.94902557925931,6.20695651672732,1.30469221895788e-06,0.00017105518599937,5.4154184441863
"3536","3nUrIijl5a4kTxJ37Y","Ube2o",-0.676164516274778,10.9491553554469,-6.20363115527602,1.31600240821202e-06,0.000171220954546303,5.40708206632305
"12602","97qi0pC5IldX0Ra90Q","Cyth1",0.61493810938097,8.45144082546715,6.17025468033069,1.43517981561968e-06,0.00018080547187599,5.32335161341977
"844","xVep1RRPVMV1EfQj6M","Slc25a23",0.888594457068642,8.40834538032416,6.16954738695087,1.43782044568394e-06,0.00018080547187599,5.32157610307596
"13246","o8yHXuVDXoXm14mq3s","Rhod",0.750421658204614,9.66152942970925,6.16932933088808,1.43863553557788e-06,0.00018080547187599,5.32102870993775
"16827","ck_UnXlUEfgXucb.4I","Zbtb21",-0.63158789996344,9.03645477352009,-6.16706444697608,1.44712938501554e-06,0.00018080547187599,5.31534283337381
"4643","ECEe4M51HV58uVKq9I","Ccnt1",0.935906807459906,8.71253010060915,6.16628971664391,1.45004646133656e-06,0.00018080547187599,5.31339780083032
"13370","xn2qfIeTOsS7AS4QjQ","Rnf6",0.750757383435211,9.97823713941526,6.16356321466269,1.46035999129374e-06,0.00018080547187599,5.30655221372304
"3000","99B.iAlx.Nehi.eOro","Ap1s1",1.09451384221875,9.679941321921,6.16038388425032,1.47248039497331e-06,0.00018080547187599,5.29856879924464
"11343","BnkpVHf6nnfTzc3jdI","Olfr1085",-0.502260520847714,7.55570137312761,-6.15984778046767,1.4745341815749e-06,0.00018080547187599,5.29722252938011
"6205","fuq3uxb3dshft9eQwE","Diras1",-0.479555809072628,7.60557145897098,-6.15572100951755,1.49044115553803e-06,0.000181256567742407,5.2868584313877
"3941","0qru7rf1Ht_yQTfgHo","Rimkla",1.18574426959503,8.44483169723065,6.15339530903961,1.49948228418677e-06,0.000181256567742407,5.2810168922561
"12796","rd7mieAolq3UsZJXiU","Pxt1",-0.523721413162701,7.78478416366056,-6.14439014062742,1.53501729748568e-06,0.000184245315622154,5.25839353691293
"895","l9clI4vSS5HV9modYI","Gatsl3",-0.961547048744134,9.67544394766899,-6.0960877397256,1.7407202393677e-06,0.000206623677177332,5.13691711657565
"9935","TS072r53.q56er6i6s","Map1lc3a",1.21713475817956,10.5646213109574,6.09499018629879,1.74570579168832e-06,0.000206623677177332,5.13415438330976
"15977","TWHo.CurPBxSXVHutU","Tuba3a",0.590039987324482,7.89642151990548,6.07797713278516,1.82486312005664e-06,0.000214503220815486,5.09131565560071
"9377","iptpdFC9Lnj6cvXc9Y","Lamc1",0.811738157031575,10.3128244582691,6.06039203218988,1.91050804659805e-06,0.000223032185932994,5.0470092581212
"8938","335_z__zAHsgXieTeI","Irak1bp1",-0.521299891197696,7.66388470171436,-6.0506521651596,1.95968508891252e-06,0.000225154785429924,5.02245744061765
"11388","ckHsxD9_RI1N3wRPrY","Olfr206",-0.455219564860823,7.70221028913209,-6.05014783730416,1.96226610166477e-06,0.000225154785429924,5.02118592570792
"6304","Tre1QnhNXCVLRSkc8E","Tmed1",0.718534436479844,8.30684856089757,6.04896734815127,1.96832099442964e-06,0.000225154785429924,5.0182095806572
"3220","Tnt8Ql18pcsiKazoV0","Arpc4",0.818297049499298,11.1401426627675,6.03230371729077,2.05583821856199e-06,0.000233598043981137,4.97618284383701
"1237","cRSjjvlbt1e9.ddxCU","Tbc1d20",-0.805768174379153,10.7319749850432,-6.01855536707217,2.13100532946564e-06,0.000239116611004486,4.94149042223397
"8512","fkrJK7oHPX.JDuPffg","Hook2",0.724029262631008,9.68442629601531,6.01829336556885,2.13246449616768e-06,0.000239116611004486,4.94082913201854
"16758","6UASgRN1SJQF0Mmdhg","Zfp106",-0.757526330287873,8.45451447952724,-6.01387431465579,2.15722855866606e-06,0.000240312441528786,4.92967458308462
"8669","ruT.Mu6DrnElUi4.WQ","Ibsp",1.58909757828253,8.15705631370359,5.99255171199031,2.28087460219872e-06,0.000252436537142045,4.87582865810362
"9890","fQBGc3IiUTXvh4i6Tk","Maged1",-0.629910072493916,13.2100536068916,-5.98972259198356,2.29781081971817e-06,0.000252670242653397,4.86868138014167
"13276","c6EkalexUceX.cyFco","Ring1",0.724753788191158,9.29532687489651,5.98171224377104,2.34645774748357e-06,0.000256365550308397,4.84844096672249
"9357","EeL5IAJ_OPTPeCSwhI","Ktn1",-0.485499136596632,7.49708677659227,-5.97672941907022,2.37724320891973e-06,0.000258074734094445,4.83584772503478
"4327","BooWjhJ4Uum6Iv45Qc","Ccdc61",0.667866184582571,7.9978366268506,5.96217624013033,2.46951890183248e-06,0.000266395444068562,4.7990551574964
"5742","6.Q7U957vD4ob1fRIg","Rnasek",1.25961570725233,11.0928646774528,5.93455494168116,2.65474765390668e-06,0.000284575591277896,4.72917632967106
"13467","QXlE5M8UkoguXiFYoQ","Polr1a",-1.04672507339244,8.74278372380201,-5.923634097484,2.73180659168285e-06,0.000290530980278059,4.70153063468588
"9727","9Xxa4h6n6HsQh_LXIU","Lrig1",1.02355260343398,10.2814185533403,5.92065937443751,2.75318621133115e-06,0.000290530980278059,4.69399856985702
"91","liSd17v1W.eOe83nxI","Tomm6",1.09360396963421,9.05112420887213,5.91686576335869,2.78069709209135e-06,0.000290530980278059,4.68439203065192
"7910","QXe_y6srl.dOJqiTB4","Gpam",0.690480515810425,7.82757022186629,5.91522284406999,2.79269753458551e-06,0.000290530980278059,4.68023131761545
"14165","uqtIHf7ukA6BCLVy1c","Slc1a7",-0.486546946907263,7.80914723049518,-5.91483556769251,2.79553395714631e-06,0.000290530980278059,4.67925050401376
"6246","9HvR16iIfJUSxV6uIo","Dmwd",0.652460589912488,9.65177243859448,5.89048425123174,2.97986480051477e-06,0.000307811003999841,4.61755456921705
"2421","om1I45Q7p6Q706KhT0","Acot7",1.56916798507728,10.2047153167986,5.8803534529804,3.0601295205836e-06,0.000312447303778809,4.59187365069695
"12389","0cI3qgKKx4iXErleI0","Ppp1r1b",0.670754481365636,7.6199673312158,5.87890816721968,3.07175721556301e-06,0.000312447303778809,4.58820929200071
"6531","iSi3qCTby.rAXdefxA","E2f6",-0.623887280582966,11.0604862912117,-5.87791870802315,3.07974343081671e-06,0.000312447303778809,4.58570053637089
"13194","0inius8g7l8AwHvVRU","Slc50a1",-0.700269656676165,11.1128320411923,-5.85334747279068,3.28494599232695e-06,0.000331293606468761,4.52337638173261
