"","","exprtTATwistRas - expras"
"9ilcbUBB4OEjel4naQ","NM_144943","0.323298887715731"
"6BfhCN7CH896Ssn7dc","NM_133238","-0.437499954391932"
"6DIqiXBBNrigh7tg.k","NM_001037800","-0.563590025465287"
"En9K.d6nyp0e_1VR9I","NM_026972","-0.588362055069282"
"lLeQVTkeCnJ03WdcX0","NM_026972","-0.452136792379252"
"WnOXo6l7SF4JOCkjpE","NM_130903","-0.655394393800393"
"Hcf96N7CAv0F005FFA","NM_130904","-0.54029431711163"
"lVSgoSCwoJCKR7VS_k","NM_009845","0.3328903106159"
"ZaVSkCghshzuFdCR4o","NM_001043317","-0.234068753897644"
"TRLLsoN4iSIv6iquCI","NM_178687","-0.282405994821323"
"05.oROniFEUKHzqp5U","NM_054042","0.388400929337237"
"iCoKL1S1QNLlEnldrk","NM_054042","-0.439925545196194"
"Q9Q.X4zETF9wBchP14","NM_009846","0.494148938316782"
"Th5biIRzcSERIfXpfo","NM_001033126","0.167946371643573"
"EkSy7q93Sh_4OL853c","XM_001479169","-0.509393368673233"
"iQeYao.YQYBLhvW3eg","XM_001479169","-0.497818988428507"
"rYao.YQYBLhvW3eg3k","NM_007642","-0.464835530141365"
"r48.qU_y06tfnjVw4g","NM_027353","0.067996700432408"
"HULMSL7XeF1EU6RKJU","NM_170758","-0.437285840070833"
"uPeESrOuv4MAOlVMpE","NM_021293","-0.861438455493399"
"HkMIhWoSLe519PzNVE","NM_021293","-0.90803672120781"
"xXdeq8KogSq14.w46c","NM_133654","0.620556821529667"
"cSeQcMEF_iJ7zLvAI4","NM_007643","-0.155949277937895"
"roVJ7eVz4SX0f1UTpQ","NM_007645","-0.309849523729573"
"fH51fEM7469LU8Dnx8","NM_007646","-0.92486084577817"
"cI24IxUsSW36KgelWg","NM_013487","0.469087225769684"
"cV5RK5d1I.VfI12jrQ","NM_007648","-0.0399191251216289"
"BafzfZ4rTSTffX5364","NM_009850","0.305428764454878"
"HV1Xp8ySSzzheF6eJ8","NM_031162","-0.410266958159152"
"iOC6Au3vdl5NdRua9U","NM_031162","-0.0831691619923101"
"rir7T_F1O7ne6w7FW4","NM_170702","0.388801282072869"
"NcTxOiJaCCGAFNQQfc","NM_001039150","-0.137785972038517"
"KCnEX9DFSEQ6AOod30","NM_001039150","-0.321204407177126"
"6h1LTLEFfSXHknUDFQ","NM_001039150","-0.366132415085852"
"icq3eu4Kt6guiKpIC4","NM_001039150","-0.510105521698787"
"c9ehI.fYVDdE1DqEK0","NM_001039150","-0.436646883477209"
"9JxUkohuv0gaOkqggU","NM_001039150","-0.19899856524643"
"N6_pA1bulXe7nOM_Ok","NM_010581","0.0788396739481065"
"oEI2aleS6SlJ1TNVzo","XM_001474590","-0.247536899506954"
"THnlFNLJiITVBUagq8","NM_013706","-0.0477276120925687"
"rtLesl_DxPlMAQVILM","NM_007651","-0.629589515709153"
"fmlEH6O1RN3gz5ep3k","NM_007652","0.108326141479692"
"0_d1wXo9e3c57JaCkI","NM_181858","0.218247403447222"
"BS94dYc4kc4fSdUlF4","NM_009852","-0.389669071684718"
"lF8BK11USbSIHoq1SU","NM_009852","-0.148209731429986"
"uYtVErVfq_EoEf6iLs","NM_009852","-0.154369496780648"
"9VRK1X6vhKBH_oi7rw","NM_009852","0.0566803924953945"
"riGmniWaSiLHiCbaok","NM_007653","0.282962510987696"
"KDsquqpv63.Touj3Uo","NM_007653","-0.39073047998512"
"ueoATVaTpQoSLVY9_c","NM_007653","0.0253430129030452"
"6pkg9N32InUJ1fqUCc","NM_009853","-0.521119875389994"
"0pI3e0oRFe6.hfoMHU","NM_001033122","-0.337307048644973"
"EX1ULUnV3curDiV8Nk","XM_001478920","-0.031166161063017"
"NeqMh_FQp96i5Tuo3s","NM_008339","0.317606260460991"
"3Ug6d7cRXRzUATUsYo","NM_008339","0.339342558023386"
"Wnf6pKPaZLDBLbbTb4","NM_009855","-0.48211805537302"
"KsJXfOX0OR89.cG7Rc","NM_133655","-0.19530557918238"
"E633u4HXXiAboh6dJk","NM_009856","-0.111936646970314"
"6lud.efPdPWO_k.e9Y","NM_013489","-0.514502747254062"
"xWekqdOfsO7U349Fe4","NM_019388","0.211349865506822"
"ikaH4EFIdeyG71IHxo","NM_019388","-0.739617594759601"
"NZ6Sp05_w7tTfj0V7k","NM_019388","0.1498831111802"
"ZclqFeiCHkDXREiCUU","NM_009858","0.0319644907085301"
"9Hnukyetf6JL83aEXk","NM_007657","-0.650479311253081"
"QHoDqXk60eokLESL0E","NM_011925","0.397558847786099"
"iegOpeTrR6iQsRIvQc","NM_011925","0.20707055916769"
"BAVJDiV5RqkKrZ6158","NM_011925","0.0373554528537152"
"lrfc6FtF3_SoHLSFCU","NM_026891","0.0596660112115881"
"9UrovUpSUOMRCgNe3Q","NM_172587","-0.550857456442891"
"Knhd5Huy75Teuj7u4c","NM_172587","-0.503897849729584"
"0dHvl.ryoM4cgHsu5c","NM_172587","-0.685741972607326"
"37xDn60eT4DsTao9oI","NM_027276","-0.134962304384006"
"67vaiJ4saIqFqeeYns","NM_023223","-0.016345849456898"
"3t1UcwonjdK0af5UgU","NM_023223","0.42482051146095"
"fpE9k.oG3nSqXt4ue4","NM_023223","0.287844056045877"
"TJ44h3Gvumef4joV5U","NM_023223","0.0473225425582413"
"fGeG8l5JEfTHidNXQc","NM_178347","-0.459092089833598"
"Nl7RiiIAllQueelAxQ","NM_007658","-0.419919378302678"
"BVTXRx7gVSJdnrSR_c","NM_023117","0.870631987235782"
"lSoSPldeuCrmJUQy4c","NM_009860","-0.331587866006312"
"iWDnODTpRICCPkCbJE","NM_009860","-0.395665755778523"
"ikqEj5XXrgq5iVEMuE","NM_009860","-0.422975798939758"
"uosUFI.Ig8Lu5BQkgo","NM_139291","-0.131450183826521"
"KVKKBI06oSODVKIkk4","NM_145436","-0.413342318903914"
"c.aX5SJv6DFjGLsREY","NM_007659","0.494847862025189"
"BX0mLNXMEF1kIj_qf4","NM_007661","0.290290766400386"
"BqieIjRYOiNENKB0Uw","NM_007661","-0.434360856795008"
"HRCjEqhE8kTSekitik","NM_001081058","-0.319127941543565"
"QQnZIKZ556B4Kp5KKI","NM_177613","-0.273258266605822"
"Ttd8VbPVTq.12n_iCI","XM_001478127","0.416551209975875"
"BqnenIvy6SJ_nybr9I","NM_016742","-0.28560341815791"
"Tkl7hL0g07VU9676OQ","NM_025950","-0.371478560964654"
"HSWOqRcFe6A6HoPvg0","NM_025950","0.328034070821227"
"36A6UAHkO6NQinv9v4","NM_025950","-0.0990509542553442"
"3UkxKJnJ.rz.4u4._k","NM_025950","0.515454160718878"
"0uqJMf8FBOqFLSpzVc","NM_009861","0.247371355061439"
"rXV9VvpufrhGPSriR8","NM_183016","0.265115163438715"
"9qqJPBOboA5wS9_e6A","NM_027219","0.110962093638753"
"EVdf76zb6c51Uet.u8","NM_026772","0.312080662959039"
"fSYLdSbzj.Hf5M9iQU","NM_026514","0.0487230722435008"
"Zcj0hXgudHqVeErnXE","NM_020006","0.527061214959321"
"0IuSRVCFZ550DnhdSc","NM_021454","0.501921259297724"
"flQCA5RRSNX0FLhUKk","NM_172395","0.135716838731071"
"0RLhbrqTVVIh4ydoyA","NM_009862","-0.66980523964086"
"c9fPzP16Uc9L7CME.g","NM_009862","-0.427299545835509"
"xeN.m9bvMh_h1KMOKs","NM_152810","-0.336472766566809"
"ZRLo53lEojYvnr9cdI","NM_152810","-0.2291710357567"
"9Rea.jy3U0t8K_SVpY","NM_152810","-0.380159357271213"
"NlxizMaH7voi7uzs8U","NM_011799","0.246761483381626"
"Enii9efs00SHKie3dI","NM_009863","-0.322748920637791"
"rnfKgihUn17KWfS5Pk","NM_175384","0.0101579400284564"
"o.l__iJyp7notNVCpE","NM_013538","0.31260207595373"
"Zq.Jz58Xn7D9StVd2E","NM_013538","-0.18722305209959"
"fpRS1U6J0bu_4VIhIw","NM_028023","-0.112497406026376"
"ZaR7SHUVTs1._.d_58","NM_028023","-0.560989417686542"
"KOVgUVJFE51O0Luxug","NM_028023","-0.112245650751008"
"BhQU9eqvnqBALo7NOk","NM_026410","-0.255810285295017"
"i46gul.yI6sn_Bd3lI","NM_025866","0.221409007233408"
"lNiNfadVCmeQqOC6fg","NM_026560","-0.46609609443273"
"WsReaoK4gVJSCLN5Ow","NM_133974","-0.326910786689241"
"6IKzfdacoyIyilQoN0","NM_020260","-0.652978057102632"
"T.uqroArCU_AW93COQ","NM_009864","0.296001067428456"
"BQ0jq6JO8yg_kkrNQ4","NM_009866","-0.0125970437611853"
"legjdQDQQRUZXbiX30","NM_019707","0.457245701095701"
"iLvETUUl5YPTYoUl7U","NM_019707","-0.127375940993895"
"rXiRcfzqOFOoEdQOkk","NM_007663","0.132389009643461"
"WKpCOg1E69OkkakR54","NM_023370","-0.550371922371264"
"WVR_g6dXd.ICKVcHCk","NM_007665","-0.823878342127977"
"TlxKkelesT93hP34pc","NM_001037809","-0.785372384073888"
"6G6wqcWdHaB8gJSSR8","NM_007665","-0.35395818624449"
"HRN0qDgXRVSpEX5IOQ","NM_009868","0.431764395117519"
"uT7l4J3.3FWmh1BJ24","NM_007666","-1.2283056846695"
"ZKLSHjtPoXqsUp6oqA","NM_138754","-0.210443195727499"
"rvRKT7d5UXn87VyelE","NM_138754","-0.20734167090998"
"QKL_IJ4Fo_mKkXOk24","NM_194444","0.251663458117664"
"clgm8KL_IJ4Fo_mKkU","NM_194444","0.233224103550056"
"0hVqSiokKvrweiyjH4","NM_194444","0.497431114342341"
"otLujo.vlO5H_o.7D4","NM_183417","-0.104251822537769"
"fqfkbR3re9NuvRKkK4","NM_016756","0.221229458020359"
"Tt8k9l.3flJS96o9Io","NM_183417","-0.0742541277937807"
"NWJF4D33qeQscdRJbo","NM_183417","-0.0512139282960344"
"TU14p7I3S97vx7iVNE","XM_001478266","-0.350257134024153"
"9EsrtK8jCIVyV9l9Hk","NM_027165","0.0306238024144037"
"odOwXlH1F92eJy8gXY","NM_007668","0.319625822936183"
"cN44tOCdL_nsPw9V9U","NM_009871","-0.237657338743325"
"Zhf7paDjkBfCuP9Xhk","NM_025876","-0.0602304059610628"
"lru11CxIr7SRT0XU7k","NM_025876","-0.203015634323319"
"H3koUc4CHT4bPkYXic","NM_025876","-0.234247973719196"
"xvngnfeirdLVRQaUu8","NM_145990","-0.263648957705662"
"Hpe0l8KRH559y_0Lik","NM_030248","-0.11554192307435"
"0WDn_psp1T1gFcEs1U","NM_009873","-0.624506281369423"
"oKuzP5IHHBtIFDP0e0","NM_153599","-0.33956273517656"
"0MQCTi6YXW4pGuF12I","NM_153599","0.0673858971041419"
"6znehdPhCeeuehVmSY","NM_130860","0.173054644386157"
"QpFRAf0BAU41.XhEWE","NM_144536","-0.212396665967782"
"fXhBoqHm0nF8w7kt_I","NM_177270","0.354126853056513"
"cQaKh5tJxfMO5Lfi.k","NM_177270","0.44268278347141"
"ceEGioebScXzDuS34s","NM_177270","0.237100559197824"
"KhrtAghURnqr7OMOUU","NM_153785","-0.622592833570764"
"ZJ5vAX7gKmqUweBe6I","NM_001033443","-0.293081378981083"
"o6QVXk_6tyrq1_uuIQ","NM_007669","0.138761533328898"
"KTXreh7cV8lZFUIE7M","NM_007669","-0.195653506502785"
"ifqpwqJ0ShHiQ6eNf0","NM_007669","-0.0101025005239599"
"6ENaeryaJLtSo4oJhc","NM_009875","-0.244874444770685"
"K3RXf4VI.zImL90F3k","NM_009875","-0.205105355250013"
"0lTFB5UqddtZSvcDAg","NM_009876","2.84795686880905"
"c.364L25jVohUoSYnk","NM_009877","-1.94473782237368"
"xfR9yY5ybtyTun8ADE","NM_009877","-2.55145982241311"
"BhIdBtRAlS44Psusko","NM_007670","-1.35978876588856"
"6ncdSPBTVLX3tJdY5Q","NM_007671","-0.16371407084359"
"uqoRZfYfpSvc6CA4rQ","NM_007671","0.641661646523682"
"Eru_hAgqnXEpBJTcBo","NM_009878","0.0785352842792353"
"N57ohyoZMiS.rn6y4U","NM_033037","-0.0588588408553381"
"6XFSTH55ShBMLhND3g","NM_021339","-0.568710253285484"
"ukmPXth1fESz433h7o","NM_007672","0.151621307582653"
"TCnlVH.tX_R.gSK06Y","NM_173370","0.511979765709533"
"9Vu.tH77uv879We7iQ","NM_138651","-0.0512148994788166"
"6SpJRIN6RIdUvV3o1w","NM_001008424","-0.270573773198509"
"Hh9P6kUgG8EX4lEB9U","NM_175833","-0.195817156714629"
"ln0dSbhEQESPe.qvOs","NM_175565","0.131831725077367"
"xVSFOqh2SexKnzsi6A","NM_009880","-0.0306903509728587"
"WZ3F.fHtU98VJRbgiU","NM_009881","-0.511799556532612"
"f.j.uwK6QESRX6XV7k","NM_029441","-0.3328748314348"
"0k24_i_6eq6dwySp6Q","NM_001039185","-0.17992035822137"
"imU_ek24_i_6eq6dww","NM_001039187","-0.233372130105236"
"c99.T539wegWB3qAio","NM_007675","0.211879459086585"
"ZmHXq4K6r8993sxcIQ","NM_028171","-0.125999791733189"
"9jtVPnsNMHonulquPc","NM_007543","-0.461857320788421"
"9CaugSeJbgehGeapN8","NM_007678","0.694071514562099"
"BEmRav2ofjkNaNAbp4","NM_009883","0.182603677500596"
"0KScQ1XksULpEeakhI","NM_207131","-0.599235833632969"
"KuqSgilPyGfx.rX.Lc","NM_009884","-0.441888905399468"
"9WRLkG87oB_6KiJf60","NM_144815","-0.229662406788574"
"WQF5J486O198sGlFWg","NM_144815","-0.102444422687753"
"BavKr3aZamU3ugHl7k","NM_144815","-0.256011242756942"
"rSi5Xu01BQh7l7wU50","NM_033567","-0.389131768013216"
"0dE3qlTyRXf16_ugLk","NM_207298","-0.680687074166249"
"KRlF0grgv.j2NEHPJA","NM_009886","1.21450472863162"
"N9YJJJhgW1N4ol6l_Q","NM_017392","0.386395409198421"
"KLtfnO1yveyOVt3qtU","NM_080437","-0.436383681072193"
"3tGI5HofKpFWIOviRE","NM_080437","-0.449789875568352"
"oVzp4K.SEVjF5TrOvM","NM_007681","0.0822496734713685"
"NX9Un4PQwN7UdV.7qI","NM_007682","0.342627384943379"
"TRIF.b.D7nTwLpNd5I","NM_021886","-0.306444854391702"
"uIinCydJOL9T9UJYek","NM_145924","-0.283663766519666"
"0QLETeli8i4KECGsO4","NM_001014996","-0.0787235862484108"
"QqEuggOiR_3Srl3ovk","NM_027429","-0.47945619835818"
"uqOv.UCejfdFAtUiYk","NM_025495","0.189042502913248"
"xVUlePnnpKUsvAnF7M","NM_172723","-0.10469180458877"
"6Uq7r41xh1W519SQHc","NM_172133","-0.478816287198744"
"3YVIgHiW2S0YXUx3uM","XR_032069","-0.5159837806979"
"ud4zK1LrV87qqVFDl8","NM_207223","-0.15313761275437"
"inrHdRXuVDvf7x4ij8","NM_207223","0.515197595921318"
"ihIeiH3qAucJ95fd6I","NM_001040112","-0.371568547498153"
"WdPlFc3QKfLiSH567U","NM_001040112","-0.299282759482243"
"fUVEhP2f5_9vTGF_9o","NM_001037136","-0.899489993102668"
"60jpCaTSXrdfQSWFY4","NM_178119","-0.328368867257036"
"3c4J0oIqSKhSCh1Gl4","NM_139153","0.124422175861145"
"Q1zgnSgipIqFIKHUaU","NM_139153","0.167451221509003"
"uVaVYqnkUmde9r9SR4","XM_001477410","-0.0187543532587489"
"ui6yHEE3ASPGUoJ3oU","XM_981952","-0.439916090291343"
"0A0ASagiaaSAk1GST0","XM_981952","-0.416046114169618"
"KuNqJ4Kd4otJ6E4JEA","NM_001081122","-0.0931819837471153"
"cukTE3xyfuK4iS4woU","NM_133869","0.0193284938639522"
"xkhcErvzFy6A_IXQ_k","NM_133869","-0.621978640840212"
"TXXrfnp9CPIC6TP43o","XR_031436","-0.0882995048553372"
"ZqI6t94XTXzWgudSvQ","XR_031436","-0.135671882887805"
"cUA0Nt4RS6hEMqIBP4","NM_021456","-0.0961814508388548"
"EneNKKtJ7nwgXotAos","NM_053200","1.03470960514261"
"6IeoAzT0IN8Jm6UKJ4","NM_019405","0.289121799253229"
"TUA7x.xTc33f7uXotQ","NM_007684","-0.457200132156771"
"QIUl.PJ5_uX1CK.oXU","NM_145825","-0.202906342069619"
"lS2Cu68bqndm3ukOkA","NM_013459","0.156142855953651"
"EIn0KCCKo_uCB6U1ME","NM_011801","-0.464115612925905"
"BuguO7gDqM6EgAUC5Y","NM_009888","-0.4190889388644"
"NlYvVK78RSLpQ8.4_g","NM_007686","0.463997745641045"
"6q45A1SCTqXNlHwKJY","NM_007687","-1.27201437207102"
"fSdWm5Xkd3nlZZYVdc","NM_007688","-0.180021462027757"
"Ne6f.rCnnyCTiCTiDo","NM_007688","0.142742777432847"
"Ekn_CCOsUCvCGlV46k","NM_021050","0.889070958522105"
"ES1vFy5z3X7NSBHPAM","NM_178647","0.0238678687861391"
"0gUhfdChZ73Xwo51Ik","NM_026599","0.250054492251975"
"Ts4DZHoHqdwXRO_Igg","NM_009890","0.100882060356954"
"x6jhRvPFF9dr1d7V5Q","NM_007689","1.95238574264601"
"fXK4Sosui7KReC5Cvo","NM_013733","-0.183956978171917"
"WKBuCiOVAF6VeOHfUI","NM_028083","-0.467427863514306"
"9i6Kpop61woCwS6eIA","NM_133878","-0.262888026420057"
"ZSIpG.qK.mv5P5PnGI","NM_025366","-0.264190640694132"
"in56LE6p55dvVhJw_0","NM_133928","-0.437133638269412"
"xpzlWXFPLlRJcT0cRY","NM_025395","-0.047376733644569"
"3fXol_CCoWNMoUSFOk","NM_025351","-0.0415581602042607"
"rhKgK71Lx9_CxAB5aY","NM_181391","0.281286215643288"
"cG4X1b54iHSqEpIDAk","NM_183270","-0.164783821856588"
"0SEfN0sU400QoWU0qI","NM_007690","-0.178739662343744"
"ifN0sU400QoWU0qI98","NM_007690","-0.345569112671847"
"9MSgREOzOqCV.p9I_U","NM_026539","-0.376471975014618"
"uolSwoISAtP4knrg30","NM_026539","-0.267138673863889"
"0vdIoo82hXRQcQpfSU","NM_145979","-0.639128974717014"
"TjjcWv7hW5NLoomTRk","NM_145979","-0.321146347702474"
"KDrlfXnoiEJJLJkmVk","NM_145979","-0.130828166842923"
"Zqek3tcV_VDYkRXjgs","NM_001081376","-0.688909959756165"
"uUhl1PBRIc7JnpXJd4","NM_201637","0.021222708374129"
"ouOtyDvsX0qf5FUi14","NM_001033439","0.109351086878579"
"xp4uCCIigMko9SrVco","NM_172264","-0.0907660735951747"
"TUJ5dPUHvfOIg6q0hk","NM_172264","-0.623172893410159"
"3D9KN165KAIHa4V1e4","NM_016681","-0.373510504666282"
"6vKq674iPBFHXvip5I","NM_016681","0.148562397847404"
"rX0YA6jTE2ofAlog70","NM_016681","-0.323661476620021"
"TiddTcuSTfJ_qfc3og","NM_138585","-0.0292720502599586"
"Tp7ld8HlQoAkNOVCA4","NM_183186","0.297604034916652"
"6M5F559SXOXhaIngag","NM_172717","-0.334210910254461"
"ovt_d_MSHiKSx3u.uo","NM_172717","-0.173924143535169"
"xjVSvUc_0VOnSE58ig","NM_172717","0.062825595570164"
"952LKnn1JRIlSvFV.k","NM_007693","-0.334424543673985"
"3XV.FSXhQKEUfo0LKQ","NM_007695","0.190611931359498"
"Wt57FJ6ggEADnfTe0k","NM_009892","-0.944619636735899"
"BRLkL5CpXz4iifxEOM","NM_009892","-0.803653968101861"
"9J47nHMUvqcKEpQyCo","NM_009892","-1.22186386343729"
"ZnoUUoCxEDgQodenx8","NM_145126","-0.330288853552448"
"ECvkSdeG5fWJS4cddQ","NM_023186","1.09446014048889"
"lUnsPnkHpTgXDlPfUg","NM_023186","1.02358496854263"
"QV8uX7I436DohLdfZ4","NM_009767","-0.615157097226223"
"EXvDua6_f7p5e5555E","NM_028850","-0.387192972128979"
"ie8O5rr5.unl7nnnkY","NM_028850","-0.455993014060617"
"lpeu.Il35A77F6JwvU","NM_027979","-0.661158421328104"
"QIFExQlKbrpkZfw1SQ","NM_001025566","0.121575903864926"
"xb6Y4l2gLnfmnc6pDc","NM_001025566","0.0485155670356612"
"ouSsjyJ7gNTsTwxUOo","NM_013490","0.823146709246805"
"Qdr1L3H1JIKlJ4YvVQ","NM_007692","-0.0686975363681679"
"ToI.EVI1IL0tJAI4B8","NM_007697","0.00669807983032378"
"l5IEYBA17HyNR.h4NQ","NM_007697","-0.274907798941255"
"En2iqyKbhWgmgFTb3c","NM_026885","-0.241543958682527"
"HSF6CIp0IF9kqHgBFU","NM_026885","0.233265727953398"
"9YlOIgehKgYSAcgFSg","NM_026885","0.0463184259422693"
"0KpeJSjuQwikqZ4Xlk","NM_134078","-0.0504233135878556"
"WGT4pXk5QnoR70KTXo","NM_134078","-0.23658203464011"
"QAi3dUdJfpDoDJ6q4I","NM_134078","-0.045921781391975"
"cVER4Qt_fIuVIIAeV4","NM_023543","-0.113715704767986"
"leOi.XQRskfvfdCIvs","NM_139134","-0.397201353932541"
"rquJfwo8xLfnreNS0o","NM_025844","0.324455291701371"
"TndXyqBz_NOvuHd.UQ","NM_144807","0.141086225206093"
"353V8qgc.jTr7h3f1E","NM_144807","-0.117331058609592"
"ioQHfndXyqBz_NOvuE","NM_144807","0.0196819681708646"
"HH5B__T1d_S6AoehJI","NM_053068","0.180222944744971"
"9M8UCCP8nLCxeAOdAg","NM_053068","-0.760530111140076"
"ikUKvV0RT15xV4niSI","NM_009893","0.59062991454951"
"3keU_af3N5e0004e50","NM_203491","-0.534141617899579"
"3RQhUAq4ZORFBCxRLI","NM_203491","-0.705491714563948"
"BXV2u57wHU9uj_Hfr0","NM_033269","-0.212669502274315"
"ou9xO1xO8OIuN3nRGk","NM_007389","-0.698516677861783"
"uk.7S_Nw9.J.9x0YUc","NM_007389","-0.454002555235864"
"973E7XE7w4i43edEac","NM_007389","-0.48011964829673"
"QVqKgdHty.UASCnuSE","NM_001081424","-0.50433810673745"
"Wu5__jfL797eDAWLbo","NM_015730","-0.385194754417166"
"rfEVNFpM0_x2oqkU7o","NM_007390","-0.465070639970448"
"Bje_nHg81UkO7ErXJU","NM_009601","-0.521265556377816"
"0_.eoIb0LiH6KeJOuU","NM_009601","-0.096913705454913"
"unSuoAv_CSoC54oTJY","NM_009602","-0.37954274949293"
"uSgk8iptJ9NkST_iLg","NM_148944","-0.707164896828529"
"0t4t_6cVchSw6cODfI","NM_023850","0.795474642947303"
"HinSV9fuB4wHsBuO_o","NM_145142","-0.301492909348789"
"NaroM1e.8gujHkEe3U","NM_021439","-0.48124722398352"
"xVXpOikEncwHcYpYf4","NM_021528","-0.443909361858232"
"ikfntBv_LS5P0KBJXQ","NM_018763","0.810508151176178"
"WrknESUQXf3tPhffrc","NM_016803","-0.457059720876495"
"rUOVj3nvdN4ieEFSZ0","NM_016803","-0.440413875963409"
"llCgOad8UCJ1SAfUSo","NM_011998","1.12249355235067"
"TX92_Hd1Xf40xTkNkg","NM_019950","-0.229528312343201"
"uIjuN6.X9E0kjt6EAU","NM_021715","0.0247397769600415"
"HX7FAUbr_ef9zhUq00","NM_175140","0.274365255447502"
"KUFff.Iq5LPPCqhIuk","NM_001081163","0.745043959984065"
"369a9Bipt0DnvaZJew","NM_145409","0.129064511226736"
"fnhCwD5314IcJUl1_4","NM_007700","-0.244069351740356"
"xqkUXt6IOjb3x4H2Sk","NM_206534","-0.187767083704374"
"NXp.MTscquSJfeq13k","NM_007701","-0.283722290949888"
"uqCKujmXCgd5167xLk","NM_134141","-0.066979311579539"
"f54julCvOXmu0qUuWk","NM_011870","0.601172989365564"
"0OJ6dUF21Y6HEoItU0","NM_019686","-0.47821548837018"
"r.ULnUqCie6Xeq90VM","NM_019686","-0.570233284049676"
"Z9ORVX.1Uiqeh0ry.o","NM_027882","0.662874768335385"
"KhqEvXrc5qRMTnWLHo","NM_007702","-0.517518303308867"
"ruESirLApFNKfqt5Ls","NM_009894","-0.548832743101906"
"Wiu5iIu8iuiPBwJaTk","NM_178373","-0.161287544871564"
"WeiBX00mfphNbKiOpQ","NM_026818","-0.513833478179532"
"fWVxInU3khOioLggh4","NM_172696","0.217737597603902"
"lWyLbe_AkCgHFGCrSQ","NM_172696","0.137863622906263"
"rC5TJhUnoDTt5KdUn4","NM_172696","-0.125804560621781"
"K6ZVFXXiOg6HY.iQlM","NM_007705","-0.222200219778985"
"HjnzUKlkjsnV_7W.Xk","NM_009895","0.46918798367094"
"xcWISIq2hInmSoQt1I","NM_007708","-0.777901049506522"
"0BVTX0F5NcVdF46Uk4","NM_007709","-0.456350539741426"
"TllK.BB1S9OrVWulJQ","NM_010828","0.494612527774995"
"uVCXSa3DoqB4FJfaPU","NM_019563","0.0738493477269877"
"HnS3nDn1ys3uyA70Lo","NM_028412","0.615031548329025"
"0R2F1edDpVOeQIn_dc","NM_028412","-0.349719552961067"
"9Se0WyiP1SKKHGr6GI","NM_025548","-0.200654562278553"
"fBQj_8vx7gOB7On38Q","NM_175451","-0.349649177557044"
"KeJXyXZ7Ih97ZXqyL8","NM_021273","-0.501305444314912"
"6tpX3nsd4Dn_4L15r4","NM_001037841","-0.125894861780493"
"ovpVEeKI7LLl0.wVSk","NM_001037841","-0.496845849241132"
"9KFHrhOh93stX6qa8c","XM_001476984","-0.443767151267178"
"BRrtF4d4lFe07s.uOI","NM_153582","-0.548475411965336"
"TlbqJJYfw4edyt8HtY","NM_153582","-0.292156488903185"
"Hevp.5Pc6KiOq8CHuk","NM_026036","0.375998548905468"
"ZNhhONVmSCymSpumRQ","NM_007710","-0.843937371434917"
"xwS6XLcfleheXd1e1w","NM_009897","-0.998106230939625"
"9IF5p1AJukSuu6EeeQ","NM_198415","-0.266925131038414"
"6beoxP_H5V2BdoHo_Y","NM_198415","-0.290858362960767"
"oLS.8F7w14v6jP1e7k","NM_028042","-0.00136571059858781"
"HJ0i.u.vVRpJFNnuxk","NM_028042","-0.0380561262649239"
"cL.98MwOXv8.xe.7wM","NM_025415","-0.643499203199685"
"BIDdQT5Grt7vTVZ0ok","NM_017474","-0.73970494368819"
"WkVdet6sUC7WxUv4S8","NM_139148","-0.788168945618991"
"lUgBc4XRWcXok0HWSc","NM_019952","-0.525633350998461"
"oEtF17vH5ul0FtKeUQ","NM_019952","-0.6334409033997"
"08fm6XQW0p5RJ4HWGw","NM_019952","-0.573590001336814"
"6DEH0NaCHXqqUVXXkg","NM_013491","-0.375250839441154"
"WWEuOELlLgVfGjpez0","NM_009900","-0.149078245274248"
"Toj7rITf2An63ikuX4","NM_007711","-0.0683675520122211"
"foL2.vgyRD38N5qHbU","NM_007711","0.0945706875445538"
"lQKrPZOce8jPr1wD.k","NM_011334","-0.190566624220478"
"NSOkfwEsvnt7tqS65I","NM_011930","0.167587702145838"
"EngSp1E.NGlVYihBN0","NM_024412","-0.905673478198058"
"NvuFfuH3qvl55wUon0","NM_019701","-0.683344229607568"
"WfteXO_Ti0IqpEpwTo","NM_016674","0.335411886875971"
"NQhFSDqcRMQaFRt5Ts","NM_023878","3.69203599101105"
"6vuQiB7XRDLX1Cndew","NM_021386","4.47361073149204"
"EN5vFj1FrtlB5Ci9V0","NM_021386","3.94682091005378"
"Wu3CHejHkJ1ta5P70o","NM_008770","-0.469891014117304"
"El9wolLykCBfg7iGuQ","NM_022890","0.0331446712954371"
"fzekdJd1egSCfSqQfk","NM_021719","-0.166466766965362"
"KqotHBB43i0VF0oj5w","NM_021719","0.138426471653368"
"f0n2sDOkAGTG7KCd6U","NM_021719","-0.00926656961382744"
"lonu_FCJSvDGSL.1R4","NM_019815","1.0734123635747"
"WnheglP1.wcLTVTn6I","NM_016675","-1.82735166893"
"ct9QCUKY5xHte9WIxc","NM_027998","-0.615663591004079"
"le1CWDoQIBdlfVCB6k","NM_009902","0.588590460576997"
"f3i9XV.lT9ChFpS3mg","NM_009903","-1.94315068453186"
"WpXsrFIl8iq_X116Cc","NM_013805","1.10644479952287"
